Year:,Seller:,Bike make:,Zone:,Starter:,Kilometers:,Warranty:,Condition:,Negotiable:,Lot number:,Price:,Bike model:,Fuel system:,Displacement:,Engine type:,Power:,Gearbox:,Ignition system:,Reserve fuel capacity:,Mileage:,Fuel control:,Transmission type:,Fuel comsumption:
,Owner,KTM,Bagmati,,17000,None,New,,82,,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2012,Owner,Royal Enfield,Bagmati,,19000,None,New,,71,"रु 3,45,000",Royal Enfield Desert Storm,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke,Twinspark",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
2017,Owner,TVS,Bagmati,Electric,7999,Available,New,Not negotiable,91,"रु 2,60,000",TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,,Manual,IDI - Dual Mode Digital Ignition ,2.5l,35,,Chain Drive ,
2012,Owner,Honda,Mechi,Electric & Kick,24850,None,New,,4,"रु 1,50,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2018,Owner,KTM,Bagmati,,1000,None,New,,92,,,,,,,,,,,,,
2014,Owner,Suzuki,Lumbini,,9000,None,New,Negotiable,14,"रु 1,45,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2017,Owner,Suzuki,Bagmati,Electric & Kick,5499,Available,New,,92,"रु 2,50,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2012,Owner,Yamaha,Koshi,,50000,None,New,Negotiable,12,"रु 1,55,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,Dealer,Mahindra,Gandaki,,,None,New,,7,"रु 25,000",Mahindra Duro DZ,,124.6cc,"124.6cc, 4-Stroke",8,Automatic,,,,,,
2012,Owner,KTM,Gandaki,,67000,None,New,Negotiable,8,"रु 2,00,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2014,Dealer,TVS,Gandaki,Electric & Kick,,None,New,,9,,TVS Wego,Carburettor,109.70 ccm (6.69 cubic inches),"Single cylinder, four-stroke",,Automatic,Digital DC CDI,,,OHC,Belt,
2012,Owner,Yamaha,Narayani,,38000,None,New,Negotiable,22,"रु 1,30,000",Yamaha New FZS,,,,,,,,3okm,,,
2017,Owner,Yamaha,Bagmati,,8000,None,New,Negotiable,86,"रु 3,00,000",YZF R15S,,,,,,,,,,,
2015,Owner,Bajaj,Bagmati,,1700,None,New,Negotiable,80,"रु 2,15,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Crossfire,Koshi,,12900,None,New,Negotiable,28,"रु 4,50,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,KTM,Gandaki,,9163,None,New,,10,"रु 3,40,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2017,Owner,Other Bike Brand,Gandaki,,5000,None,New,,13,,,,,,,,,,,,,
,Owner,Royal Enfield,Gandaki,,6600,None,New,Negotiable,10,"रु 3,25,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Bajaj,Bagmati,,14000,None,New,Negotiable,70,"रु 2,30,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
2016,Owner,KTM,Gandaki,,13000,None,New,,13,"रु 3,90,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2017,Owner,Bajaj,Narayani,,10000,None,New,Negotiable,48,"रु 2,30,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Bajaj,Lumbini,,,None,New,,12,"रु 1,50,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Suzuki,Koshi,Electric & Kick,10000,Available,New,Negotiable,30,"रु 2,10,000",Gixxer SF,,,,150,5,,2ltrs,40-50kms,,,
2016,Owner,Bajaj,Gandaki,,13000,None,New,Negotiable,11,"रु 1,80,000",Bajaj Pulsar 180cc,,,,,,,,,,,
,,Crossfire,Gandaki,,14500,None,New,,11,,Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Bajaj,Gandaki,,26000,None,New,Negotiable,10,"रु 1,80,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,18000,None,New,Negotiable,12,"रु 2,20,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2014,Owner,Bajaj,Koshi,Electric & Kick,31000,None,New,,18,"रु 1,45,000",Bajaj Pulsar 150cc,,,,,,,,1 ltr 35 to 40 km,,,
,Owner,Hero,Mechi,Electric,,None,New,Not negotiable,4,रु 90,Hero New CBZ DDS,Carburettor,149.20 ccm (9.10 cubic inches),"Single cylinder, four-stroke",11,5-speed,AMI - Advanced Microprocessor Ignition System,1.50 litres (0.40 gallons),35-40,OHC,Chain,
2015,Owner,Bajaj,Gandaki,,26000,None,New,Negotiable,10,"रु 1,80,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2015,Owner,Bajaj,Gandaki,,15000,None,New,Negotiable,11,"रु 1,80,000",Bajaj Pulsar AS 200,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,,,Manual,
2017,Owner,Suzuki,Bagmati,,6400,None,New,Negotiable,84,"रु 2,15,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2015,Owner,Bajaj,Bagmati,,32000,None,New,Negotiable,64,"रु 1,70,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2007,Owner,Bajaj,Koshi,,50000,None,New,Negotiable,4,"रु 1,01,000",Bajaj Pulsar 220 Street Fighter,,,,,,,,,,,
2014,Owner,Bajaj,Narayani,,,None,New,,31,,Bajaj Discover 125 cc,,,,,,,,,,,
2017,Owner,Yamaha,Bagmati,Electric & Kick,11054,Available,New,Negotiable,73,"रु 1,59,000",SZ-RR,,,Latest SOHC,,5,Electric,2,46,,Manual,Petrol
2007,Owner,Bajaj,Koshi,Electric,50000,None,New,Negotiable,4,"रु 1,01,000",,,,220,,,,,,,,
2016,Owner,KTM,Bagmati,,12000,None,New,Negotiable,74,,KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2017,Owner,Honda,Bagmati,Electric & Kick,3700,Available,New,,86,"रु 1,65,000",Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,3700,OHC,Chain,
,Owner,Yamaha,Bagmati,,23000,None,New,Negotiable,74,"रु 2,70,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Yamaha,Bagmati,Electric,16000,None,New,Not negotiable,75,"रु 1,80,000",,petrol,,149 cc,,5,,,38,,,
2016,Owner,Bajaj,Narayani,,,None,New,,39,"रु 2,10,000",,,,,,,,,,,,
2016,Owner,Bajaj,Narayani,,,None,New,,39,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Bajaj,Narayani,,,None,New,,31,,Bajaj Discover ST 125,,,,,,,,,,,
2014,Owner,Bajaj,Narayani,,,None,New,,31,,Bajaj Discover ST 125,,,,,,,,,,,
,Owner,Bajaj,Narayani,,,None,New,,31,"रु 1,15,000",Bajaj Discover ST 125,,,,,,,,,,,
2016,Owner,Bajaj,Lumbini,,15000,None,New,Negotiable,24,"रु 1,65,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2013,Owner,Honda,Bagmati,,12000,None,New,Not negotiable,56,"रु 1,10,000",Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
2015,,Honda,Narayani,,20000,None,New,,,,Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2011,Owner,Honda,Bagmati,,33000,None,New,Negotiable,42,"रु 5,34,000",Honda XR250 Tornado,,,,,,,,,,,
2018,Owner,Bajaj,Mechi,,9100,None,New,Negotiable,9,"रु 2,40,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
,Owner,KTM,Gandaki,,8500,None,New,Negotiable,10,"रु 3,00,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2014,Owner,Honda,Bagmati,,23000,None,New,Negotiable,63,"रु 1,25,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2017,Owner,Yamaha,Mechi,,8909,None,New,Negotiable,9,"रु 3,10,000",FZ25,,,,,,,,,,,
2015,Owner,Crossfire,Gandaki,,15000,None,New,Negotiable,11,"रु 3,10,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
,Owner,Yamaha,Bagmati,Electric & Kick,,None,New,,46,,Yamaha YBR125,Injection,124.00 ccm (7.57 cubic inches),"Single cylinder, four-stroke",10,5-speed,TCI,,,SOHC,Chain,
2017,,Other Bike Brand,Gandaki,,7000,None,New,,13,"रु 2,80,000",,,,,,,,,,,,
2013,Owner,Yamaha,Bagmati,,34000,None,New,Negotiable,57,"रु 1,55,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2017,Owner,Yamaha,Narayani,,2500,None,New,Negotiable,52,"रु 3,30,000",FZ25,,,,,,,,,,,
,Owner,Bajaj,Narayani,Electric,40000,None,New,,25,,,,,,,,,,,,,
2017,Owner,KTM,Gandaki,,6000,None,New,Negotiable,14,"रु 4,20,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2010,Owner,Honda,Bagmati,,45000,None,New,,20,,,,,,,,,,,,,
2017,Owner,Suzuki,Bagmati,,8000,None,New,Negotiable,90,"रु 2,20,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2009,Owner,Hero,Gandaki,,,None,New,,5,"रु 55,000",Hero Hunk,Carburettor,149.2 c.c,"Air cooled, 4 - stroke single cylinder",11,5-speed,AMI – Advanced Microprocessor Ignition System,2.2 litres (Usable Reserve),,,,
,Owner,Bajaj,Koshi,,54000,None,New,,29,,Bajaj Pulsar 150cc,,,,,,,,,,,
2014,Owner,KTM,Gandaki,,22000,None,New,Negotiable,10,"रु 2,50,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2014,Owner,TVS,Bagmati,Electric & Kick,30000,None,New,Negotiable,67,"रु 1,40,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,35+,,,
1997,Owner,Hero,Bagmati,,560000,None,New,Negotiable,10,"रु 48,000",Hero Splendor PRO,Carburettor,97.50 ccm (5.95 cubic inches),"Single cylinder, four-stroke",8,4-speed,Digital CDI,1.00 litres (0.26 gallons),,OHC,Chain,
2006,Owner,Hero,Lumbini,,14778,None,New,,3,,,,,,,,,,,,,
,Owner,Yamaha,Bagmati,,35000,None,New,,69,,SZ-RR,,,,,,,,,,,
,Owner,UM Motorcycles,Bagmati,Electric & Kick,2500,None,New,,85,,Xtreet,Petrol,,"Four stroke, single cylinder engine",,5 Speed,,,,,,
2015,Owner,Bajaj,Koshi,,23000,None,New,Negotiable,22,"रु 1,75,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2015,Owner,Bajaj,Koshi,,23000,None,New,Negotiable,22,"रु 1,75,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2017,Owner,Bajaj,Gandaki,,7500,None,New,Negotiable,12,"रु 2,10,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Bajaj,Gandaki,,28000,None,New,Negotiable,9,"रु 1,60,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2015,Owner,UM Motorcycles,Bagmati,,20000,None,New,Negotiable,79,"रु 1,55,000",Renegade Sports S,,,,,,,,,,,
2016,Owner,Bajaj,Dhawalagiri,,19000,None,New,Negotiable,1,"रु 2,20,000",Bajaj Pulsar 220F Frame,,,,,,,,45,,,
2012,,Hartford,Gandaki,,35000,None,New,,8,,Hartford VR 150 H,,,,,,,,,,,
,,Yamaha,Gandaki,,,None,New,Negotiable,10,"रु 10,000",Yamaha SZR,Carburettor,153 cc,"Air cooled, 4 stroke, SOHC, 2-Valve",,,C.D.I,,,,,
2012,Owner,Yamaha,Lumbini,,60000,None,New,Negotiable,13,"रु 1,65,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2015,Owner,Crossfire,Gandaki,,14500,None,New,Not negotiable,11,"रु 3,00,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2007,Owner,Royal Enfield,Bagmati,,23000,None,New,,86,"रु 3,00,000",Royal Enfield Electra 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Crossfire,Bagmati,Electric & Kick,9700,None,New,,87,"रु 4,60,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,6,CDI,2 litre,20-25,9.5,"6-Speed, International Shift Pattern",
2015,Owner,Yamaha,Bagmati,,29000,None,New,Negotiable,71,"रु 1,85,000",YZF R15S,,,,,,,,,,,
1996,,Hero,Bagmati,Kick,,None,New,Not negotiable,10,"रु 40,000",,,,,,,,no,45/50,,,
2016,Owner,Bajaj,Narayani,,,None,New,,39,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2011,Owner,Bajaj,Gandaki,,18000,None,New,,6,"रु 1,00,000",Bajaj Avenger Street 220cc,Injection,219.00 ccm (13.36 cubic inches),"Single cylinder, four-stroke",19,,,3.40 litres (0.90 gallons),,,Chain,
2015,Owner,Bajaj,Bagmati,Electric,25000,None,New,Negotiable,75,"रु 1,95,000",Bajaj Pulsar AS 200,Carburator,199.5 CC,"Liquid cooled, 4 stroke",24,6,Electric,2.5L,28,Carburator,Manual,12L
2016,Owner,TVS,Narayani,,5000,None,New,,47,,TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,,Manual,IDI - Dual Mode Digital Ignition ,,35,,Chain Drive ,
2014,Owner,Royal Enfield,Gandaki,,18000,None,New,,9,"रु 3,40,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Crossfire,Gandaki,Electric & Kick,4000,None,New,Negotiable,13,"रु 4,80,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,5,CDI,,25,Petrol ,"5-Speed, International Shift Pattern",
2014,Owner,Bajaj,Narayani,,19800,None,New,Negotiable,33,"रु 1,95,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2011,Owner,Yamaha,Koshi,,45000,None,New,Negotiable,34,"रु 1,00,000",Yamaha R15,,,,,,,,,,,
2018,Dealer,Honda,Bagmati,Electric,800,Available,New,,92,,Honda Dio,Petrol,,,,,,6,,,,
2013,Owner,Royal Enfield,Gandaki,,16000,None,New,Not negotiable,8,,Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2018,Dealer,Honda,Bagmati,,800,None,New,Not negotiable,92,"रु 1,70,000",Honda Dio,,,,,,,,,,,
2012,Owner,Yamaha,Gandaki,,36000,None,New,Negotiable,7,"रु 1,40,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2014,Owner,Bajaj,Narayani,Electric & Kick,36000,None,New,,29,"रु 1,00,000",Bajaj Discover ST 125,,,,,,,,50_55,,,
,Owner,TVS,Lumbini,,7000,None,New,,31,,Jupiter,,,,,,,,,,,
,Owner,Hero,Mechi,Electric & Kick,74572,None,New,,3,,Hero Super Splendor DRS,,,,,4,,,55-60,,Manual,
2017,Owner,Suzuki,Bagmati,Electric & Kick,6400,Available,New,Negotiable,84,"रु 2,15,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",14.8 PS @ 8000 rpm,5-speed,CDI Digital,2 Litres,55,Automatic,Manual,60 KMPL
2012,Owner,Hero,Bagmati,Electric & Kick,22000,None,New,Negotiable,54,"रु 1,00,000",Hero Pleasure,Carburettor,102.00 ccm (6.22 cubic inches),"Single cylinder, four-stroke",7,Automatic,C.D.I.,,,OHC,Shaft drive (cardan),
2012,Owner,Hero,Bagmati,Electric & Kick,22000,None,New,Negotiable,54,"रु 1,00,000",Hero Pleasure,Carburettor,102.00 ccm (6.22 cubic inches),"Single cylinder, four-stroke",7,Automatic,C.D.I.,,,OHC,Shaft drive (cardan),
2014,Owner,Yamaha,Bagmati,,36000,None,New,Negotiable,54,"रु 1,35,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2014,,Bajaj,Mechi,Electric,11500,Available,New,Negotiable,4,"रु 90,000",Bajaj Pulsar 220 Street Fighter,digit ,220,,,4,,Org,500,180,6,Consumission is good
2016,Owner,Hero,Narayani,,9300,None,New,Negotiable,39,"रु 1,00,000",Duet,,,,,,,,,,,
2012,Owner,Yamaha,Narayani,Electric & Kick,36,None,New,Negotiable,22,"रु 1,20,000",Yamaha New FZS,,,,,,,,,,,
,Owner,Royal Enfield,Koshi,,21000,None,New,Negotiable,20,"रु 3,50,000",Royal Enfield Classic 500cc,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke, Twinspark",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
2014,Owner,Bajaj,Lumbini,,49000,None,New,Negotiable,19,"रु 1,35,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,15500,None,New,Negotiable,12,"रु 2,05,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2012,,Hartford,Gandaki,,30000,None,New,,8,,Hartford VR 150 H,,,,,,,,,,,
2014,Owner,Honda,Bagmati,,31000,None,New,Negotiable,59,"रु 1,10,000",Honda Dio,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,8000,None,New,Negotiable,90,"रु 1,65,000",V 15,,,,,,,,,,,
2013,Owner,Yamaha,Bheri,Electric & Kick,28000,None,New,,4,,Yamaha New FZS,,,,,5,,,35,,,
2016,Owner,Honda,Bagmati,,22000,None,New,Negotiable,79,"रु 1,20,000",Honda Navi,Petrol,109.19 cc,"4-Stroke, SI Engine",,,Kick and Self Start,,60,,,
,,Honda,Narayani,,55000,None,Old,,12,,Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2016,Owner,Royal Enfield,Bagmati,,9200,None,New,,76,"रु 3,55,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Bajaj,Bagmati,Electric,3000,None,New,,91,"रु 2,65,000",Bajaj Pulsar 200 NS Naked Sport,,,,,6,,,,,,
,Owner,Bajaj,Bagmati,,14000,None,New,,43,,Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Crossfire,Bagmati,,10500,None,New,Negotiable,79,"रु 4,00,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2012,,Hartford,Gandaki,,30000,None,New,,8,,Hartford VR 150 H,,,,,,,,,,,
2012,,Hartford,Gandaki,,30000,None,New,,8,,Hartford VR 150 H,,,,,,,,,,,
2012,Owner,Bajaj,Bagmati,,42000,None,New,Negotiable,53,"रु 1,40,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,5100,None,New,Negotiable,90,"रु 2,57,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Yamaha,Bagmati,,18000,None,New,Not negotiable,59,"रु 1,15,000",Yamaha FZ,,,,,,,,38,,,
2011,Owner,Honda,Bagmati,,,None,New,Not negotiable,43,"रु 80,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
,Dealer,KTM,Narayani,,10000,None,New,Negotiable,75,,KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2017,Owner,Bajaj,Bagmati,,10000,None,New,Negotiable,84,"रु 2,25,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,KTM,Bagmati,Electric,18000,None,New,Negotiable,73,"रु 3,10,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
,Owner,Bajaj,Bagmati,,45000,None,New,,46,,Bajaj Pulsar 180cc,,,,,,,,,,,
2018,Owner,Honda,Gandaki,,4800,None,New,,14,,,,,,,,,,,,,
2014,Owner,Yamaha,Bagmati,,26402,None,New,Negotiable,64,"रु 2,00,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2018,Owner,Royal Enfield,Gandaki,,500,Available,New,,14,"रु 4,25,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Bajaj,Gandaki,,2200,None,New,Negotiable,14,"रु 2,25,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
,Owner,Crossfire,Gandaki,,14500,None,New,Not negotiable,11,"रु 3,15,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
,,Crossfire,Gandaki,,14500,None,New,,11,,Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2017,Owner,Bajaj,Rapti,,4061,None,New,Negotiable,6062,"रु 2,50,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Benelli,Bagmati,,18000,None,New,,75,"रु 4,00,000",DSK Benelli TNT 25,,249 cc,4-Stroke 4 Valves DOHC Liquid Cooled,,5,Electric,,30,Petrol,,
2017,Owner,KTM,Bagmati,Electric,11000,None,New,,79,"रु 4,75,000",KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,25,,"Wet clutch, 6-speed, chain",
,Owner,Hero,Bagmati,,25000,None,New,,62,"रु 1,50,000",,,,,,,,,,,,
,Owner,Yamaha,Bagmati,,33000,None,New,,67,,Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2008,Owner,Bajaj,Bagmati,,50,None,New,Not negotiable,26,"रु 65,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2013,Owner,Honda,Bagmati,Electric & Kick,30000,None,New,Negotiable,55,"रु 1,10,000",Honda CB Twister DRS,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",9,4-speed,Digital CDI,,,,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2013,Owner,Honda,Bagmati,,27000,None,New,Negotiable,44,"रु 87,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2015,Owner,KTM,Gandaki,,22000,None,New,,12,"रु 3,00,000",KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2015,Owner,Hartford,Bagmati,,15700,None,New,,,,Hartford VR 150 H,,,,,,,,,,,
2004,Owner,Bajaj,Koshi,,20000,None,New,,2,"रु 65,000",Bajaj Pulsar 150cc,,,,,5,,,40,,,
2016,Owner,Bajaj,Koshi,,20000,None,New,Negotiable,23,"रु 1,70,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2018,Owner,Royal Enfield,Bheri,Electric & Kick,3700,None,New,,7,,Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Bajaj,Bagmati,,23000,None,New,Negotiable,71,"रु 1,60,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2005,Owner,Honda,Lumbini,,40000,None,New,Negotiable,8,"रु 65,000",Other Honda models,,,,,,,,,,,
,Owner,Hero,Bagmati,,34000,None,New,Negotiable,35,"रु 60,000",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,40,,,
2013,Owner,Bajaj,Bagmati,,51000,None,New,Negotiable,53,"रु 70,000",Bajaj Discover ST 125,,,,,,,,,,,
